Komentar,Bintang,Tanggal
"BMKG, sangat membantu masyarakat Indonesia guna mengenal, mengetahui prakiraan kandungan bumi (geologi) dengan kewaspadaan",5,2023-02-27 05:25:11
Ini klau soal cuaca kurang akurat,3,2023-02-27 05:16:10
Terima kasih untuk infonya,3,2023-02-27 04:56:29
Sangat membantu,5,2023-02-27 03:13:34
Tahu ramalan cuaca lebih awal,5,2023-02-26 23:45:28
Langsung lima bintang bosku krna saya rasa aplikasinya sangat akurat dan sangat bermamfaat sekali makasih admin🙏🙏🙏,5,2023-02-26 20:45:46
Sangat efisien memantau cuaca dari ponsel,5,2023-02-26 17:56:01
Gempanya tidak geser cuma di laut,5,2023-02-26 17:16:20
Bagus sekali,5,2023-02-26 12:45:40
Apk sangat baik dan akurat,5,2023-02-26 12:41:55
Sangat menbantu untuk keperluan saya setiap hariya karna saya kerja di lapagan tmks BMKG,5,2023-02-26 11:15:02
"Semakin lengkap infonya, lokal maupun global ada, terutama info gempa, semakin banyak tau kebenaran informasinya....👍🏻",5,2023-02-26 08:33:22
"Bagus, supaya lebih praktis tambahin widget buat di depan hp agar lebih cepat informasi hujan,gempa,dll",5,2023-02-26 06:06:15
"Jazaakallahu Khairaa, semoga semakin berkembang",5,2023-02-25 23:13:22
Semakin di tingkatkan lagi yang lebih baik,5,2023-02-25 20:28:18
Bagus,5,2023-02-25 19:20:24
Mantap,5,2023-02-25 18:40:01
Sangat bermanfaat,5,2023-02-25 17:23:35
Nambah pengalaman,5,2023-02-25 16:02:03
Bagus,5,2023-02-25 15:56:30
"Cari lokasi ITU ya di buat per provinsi jd gampang di di cari, ini TDK teraratur amburadul cari kecamatan lama bngt... Ku ksh bintang 4 dl, klu sdh di perbaiki cari lokasi kecamatan perprovinsi bar aku ksh bintang 5",4,2023-02-25 14:04:13
Sudah Ok..,5,2023-02-25 10:21:24
Mantap,5,2023-02-25 09:46:57
Akurat,5,2023-02-25 09:43:39
Bagus dan bermanfaat. Terima kasih.,5,2023-02-25 08:08:58
Bagus,5,2023-02-25 07:02:02
Akurat,5,2023-02-25 06:04:06
Semoga bermanfaat,5,2023-02-25 04:38:16
Ok,5,2023-02-25 03:14:24
saya kasih bintang 3 dulu. alasannya. kok di situ ada pemberian ada pemberitahuan. bmkg 2 item baru. kok saya cari-cari nggak ada notifikasinya. buat pengembang mohon diperbaiki lagi. setelah saya mengupdate versi terbaru. ke pemberitahuannya bmkg terhenti terus. untuk yang lain-lainnya. membantu banget. deh pokoknya mantap untuk info bmkg. begitu ya. untuk kalau bisa. kita bikin akun dulu. biar nanti ke sananya tahu. biar lebih akurat. pokoknya infonya. pembantu banget deh.,3,2023-02-24 22:12:36
Oke,4,2023-02-24 22:07:21
Mantap,5,2023-02-24 22:04:15
Good,4,2023-02-24 21:55:28
👍👍,5,2023-02-24 21:34:02
Good,5,2023-02-23 17:55:20
Dagangan,1,2023-02-23 17:42:17
"Meski terpisah jarak, aku tetap mengingat keluargaku di kampung halaman",3,2023-02-23 12:07:01
Mengharap keakuratan dlm imformasinya..,5,2023-02-22 20:38:03
"Ntah bug atw apa Untuk perkiraan angin kurang akurat,",3,2023-02-22 18:48:50
Jempol dah Abis,4,2023-02-22 12:37:48
Ok,5,2023-02-21 12:15:43
Aktifkan,5,2023-02-21 11:32:18
Jos,5,2023-02-20 21:31:10
Aplikasi ini HARUS LEBIH BAIK lagi!!! PERBAIKI !!! Tidak akurat... Presentasi tingkat akurasi untuk wilayah saya hanya 2% Jadi melenceng 98%,1,2023-02-19 21:49:19
New update Version supported on mobile device Realme C 30,5,2023-02-19 16:27:07
Coba bagus gk berita nya bener ap gk,3,2023-02-18 17:33:52
Baik dan akurat,5,2023-02-18 17:25:38
Perubahan pemberitahuan terkini diberanda sesuai lokasi perlu ditingkatkan,3,2023-02-18 07:23:22
Untuk mengetahwi kedan gempa,5,2023-02-18 07:09:31
Sangat cocok,5,2023-02-17 15:23:56
Infonya kurang update...,1,2023-02-17 14:55:24
mohon buat responnya lebih di percepat jangan sampai nanti kami sudah mati baru ada himbauan,1,2023-02-17 14:38:54
Good,4,2023-02-17 11:07:30
Bagus,5,2023-02-17 05:51:41
Jng trs²an di update dong perasaan tiap bulan di udpate nya🥴🥴..kl blm di update ga bisa Nerima notif 🥴🥴,4,2023-02-16 17:35:37
Lebih nyaman sama tampilan yg lama,4,2023-02-16 13:31:41
Info cuaca trims,5,2023-02-15 13:27:26
"Info jangan terlambat, berita harus cepat tanggap",5,2023-02-14 22:58:41
Info BMKG sangat berguna utk mengetahui keadaan cuaca dan gempa bumi.,5,2023-02-13 16:58:16
Sangat Berguna Sekali Aplikasinya,5,2023-02-13 14:31:08
Smg bekerja dgn baik bagi indonesia,5,2023-02-13 13:49:53
Sgat membantu,5,2023-02-13 09:02:11
Tdk sprt doloe+ribet nyelimet mending instal luar negri punya.,1,2023-02-12 21:51:57
Kenapa fitur lebih bagus sebelum update.,4,2023-02-12 18:38:20
Sengaja rating jelek biar fiturnya diperbanyak. Tolong dong untuk bagian citra satelit sama radar ditambah fitur timeline/ timelapse biar kita juga bisa arah pergerakan awan maupun hujan,2,2023-02-12 01:36:19
Cuaca pantar,5,2023-02-11 18:40:40
Maaf Aku kurangi lagi bintangnya. Jaringan bagus tp susah masuk. buat main game online juga bisa buka. masa buat info BMKG malah gagal dalam pengambilan data terus. Tolong UPDATE dibikin seringan mungkin.,5,2023-02-11 17:46:00
"Muncul notifikasi tapi gak bisa dibuka, harus masuk ke aplikasi baru bisa di buka....",2,2023-02-11 16:13:51
Bagus membantu,5,2023-02-11 11:12:50
"fantastic....,👍🏻👍🏻",4,2023-02-10 21:03:11
"info telat. lepas gempa baru di update info nya. tailah, cuma gitu semua orang juga bisa.",2,2023-02-10 20:56:26
Sangat bermanfaat sekali aplikasi ini.. kita jadi tau dimana saat ada gempa dan titik lokasinya... jadi bisa waspada,5,2023-02-10 16:43:54
"Hasil gempanya kurang real time. Di Ig sudah di upload besaran gempanya, di aplikasi belum. Kalau ada peringatan tsunami, sdh keburu tersapu baru muncul hasilnya.",1,2023-02-10 16:14:07
"notifikasi info gempa sering berulang masuknya. Pemberitahuan cuaca ekstrim tidak lagi muncul setelah update versi terbaru. Kemudian soal pemberitahuan gempa seharusnya bisa dibatasi dengan jarak, kecuali gempa besar. Karena gempa kecil2 di tempat yg jauh notifikasi sehari bisa lebih dari 7x cukup mengganggu.",3,2023-02-10 11:28:32
"Kekurangannya cuma ga ada notifikasi ketika terjadi gempa, semoga segera di update🙏",5,2023-02-10 09:57:39
ok,5,2023-02-09 23:40:36
ok,4,2023-02-09 19:39:44
Suka.,5,2023-02-09 18:03:11
"Udah bagus cuman lokasi nya tolong di tentukan yah dan biasa suka ngek"" jadi kepengen hapus",3,2023-02-09 15:59:35
"UI boros, font besar² tidak bisa di setting.",2,2023-02-09 15:45:43
"Tolong notifikasi gempa nya di perbarui, update terbaru jadi mengganggu sekali, masa 1 peringatan gempa ada 4 notif muncul barengan dalam 1 waktu jeda 2 detik. Posisi gempa nya sama semua 4 notif. Sangat2 mengganggu. Kembalikan notifikasi semula, 1 peringatan gempa cukup 1 notifikasi.",1,2023-02-09 14:44:25
"Sering dapat notifikasi gempa, tapi notifikasi cuaca gak ada masuk",2,2023-02-09 14:40:12
Cara mengetaui angin kencang,5,2023-02-09 13:46:08
"saya kasih bintang 3 dulu.. klo bisa tambah fitur bunyi notifikasi suara misal ""gempa"" atau lainnya.. kalo bisa saya kasih bintang 5.. karena bunyi notifnya jd sama dengan yg lain ini notif apa kan jd ga langsung tau klo ga dibuka.",3,2023-02-09 12:44:19
👌👍🙌🙏,5,2023-02-09 12:25:37
mungkin akan lebih baik lagi jika fitur radar dan citra satelitnya berfungsi.,3,2023-02-09 10:54:33
Uninstall 👎,1,2023-02-09 01:05:22
Masa tiap sebentar muncul notifikasi gempa yang di bawah 5 SR di tempat yang jauh dari tempat saya. Tolong dibuatkan di pengaturan untuk notifikasi gempa berdasarkan besarnya gempa dan juga berdasarkan jarak gempa dari lokasi! Terima Kasih.,1,2023-02-08 20:42:47
Bagus,1,2023-02-08 19:17:41
Lebih cepat lagi infonya khusus daerah papua,4,2023-02-08 18:55:28
Semenjak ABDATE jadi LEMOT👎👎👎info terbaru lama sangat🤔👎🤦ada 30mnit Bru masuk🤦👎payah !!!!,2,2023-02-08 18:50:30
"Tolong di perbaiki lagi aplikasinya, notifikasinya tidak bisa kita terima di waktu dekat. Notifikasi yang di terima saat ini selisih waktunya sangat jauh🤦",1,2023-02-08 10:06:42
Prayfor truky,5,2023-02-08 05:46:05
Mantap aplikasi terbaik dapat memperingatkan kita sebelum bencana alam terjadi,5,2023-02-07 22:46:32
Susah dibuka,3,2023-02-07 20:38:14
"Tolong diberbaiki koneksi failed,padahal pake jaringan wifi dan data tapi malah koneksi failed.",1,2023-02-07 14:01:40
Informasi nya muantap,5,2023-02-07 08:12:22
"Frontend web developer nya keren uy, UI nya jadi mantebbbb",5,2023-02-07 07:58:12
"Catatan buat tim developer,, untuk notifikasi gempa tolong yang diberi Bold atau huruf besar jangan cuman tulisan TSUNAMI nya saja, tapi diperjelas apakah berpotensi atau tidak nya juga diberi BOLD atau HURUF BESAR,,, BIKIN SALAH KAPRAH TAU GAA!! CUMA BIKIN TAKUT PENGGUNA AJAA!!! UDAH NOTIF TELAT BIKIN SALAH KAPRAH DOANG!!!",2,2023-02-07 07:51:48
"Tolong diperbaiki lagi aplikasinya suka ngelag kalau saat terjadi gempa mungkin karena banyak orang yang masuk dalam aplikasi,kedepan nya mungkin bisa diperbaiki masalah tersebut",4,2023-02-07 07:49:51
Iig. G m. V,1,2023-02-06 20:26:23
Kenapa pembaruan terus??????????????????????????,1,2023-02-06 19:07:30
Bagus banget Dan asli,5,2023-02-06 07:46:59
"Bagus. Mohon tingkatkan keakuratan data terkait prediksi cuaca dan potensi bencana di seluruh Indonesia, dari kota besar hingga daerah pelosok.",5,2023-02-06 06:38:22
Kok selalu keluar sendiri perbaiki lagi,2,2023-02-05 21:09:22
Bagus dan cepat mendapatkan informasi,5,2023-02-04 10:06:18
Tolong sediakan fitur widget untuk pemberitahuan cuaca dan bencana🙏🙏🙏,5,2023-02-03 18:18:27
"Sangat membantu, tapi kadang kurang akurat",4,2023-02-02 23:58:56
Lebih ditingkatkan lagi early warning systemnya dengan Bun atau Ringtone Bahaya,5,2023-02-02 20:45:54
"Aplikasi ini sangat berguna ketika anda ingin mengetahui bencana,cuaca di hp anda😁",5,2023-02-02 20:38:59
coba. dulu semoga akurat,4,2023-02-02 19:53:09
"Apk cukup bagus karena kita bisa.melihat gempa dimana dan cuaca di daerah kita gmn , ini lumayan bagus. THANKS BMKG",5,2023-02-02 19:34:51
"Sudah berapa kali ada notifikasi gempa tapi tidak saya buka, ketika mau saya buka kenapa aplikasi nya keluar lagi ya, ketutup lagi, ga bisa buka aplikasi, padahal sudah di update, akhirnya sy uninstall, di restart, di install lagi tapi tetep sama ketika dibuka, ketutup lagi aplikasi nya, itu kenapa ya, mohon penjelasan nya, krn ini aplikasi yg bagus banget, sy pengen install lagi tapi kalo ga bisa kebuka kan sayang banget",5,2023-02-02 09:43:11
App bermanfaat,5,2023-02-02 00:58:35
"Lamaaaa bangett updatee nyaaa...keduluan gempa besar baru update, kita khawatir banget lohh, alangkah lebih baik jika kedepannya lebih mempercepat update nyaa. Terimakasih",1,2023-02-01 23:27:36
Apk nya sanggat bagus dan per maafaat,5,2023-02-01 23:25:09
kenapa sekarang jadi makin telat dapat infonya. biasanya pas ada gempa langsung muncul tp sekarang lama 10 mnit setelah kejadian. tolong di perbaiki. terimakasih,1,2023-02-01 23:06:39
Setelah update jadi gak bisa di buka,5,2023-02-01 13:24:11
"Aplikasigak guna banget, infonya tlat mulu",1,2023-02-01 12:45:00
Gempa terdekat lokasi saya (cianjur) kok malah sering ga muncul ya sejak diperbarui. Malah dari instagram bmkg baru bisa lihat updatean gempanya,2,2023-02-01 12:15:34
Good,5,2023-02-01 00:06:28
Real,5,2023-01-31 21:15:31
TAT 86 INDONEISA AYUB 86 TERNATE,5,2023-01-31 07:56:12
"Seharusnya aplikasi ini mempunyai warning sistem yg terpadu, entah itu peringatan cuaca, gempa bumi dll yg real time. Ditambah pula dengan widget cuaca, gempa dll",5,2023-01-30 04:30:05
Oke,5,2023-01-29 21:52:40
Bagus,5,2023-01-29 21:47:06
Bagus,5,2023-01-29 12:44:51
very helpful in daily outdoor activities & when traveling,5,2023-01-29 07:04:21
Bagus Sejali,5,2023-01-29 03:31:26
Bagus,5,2023-01-28 22:49:06
Di per detail lagi lokasi nya dan letak posisi kita biar dapat langsung sasaran dan lebih di pertajam dengan satelit yang ada di lokasi .,3,2023-01-28 21:53:20
Lebih mendekati donk tentang cuacanya...,5,2023-01-28 21:08:23
"kok malah tambah jelek updatetannya, bagusan yg belum di update simple",1,2023-01-28 18:36:23
Infomasi yang bermanfaat,5,2023-01-28 17:25:09
Susah amat download nya ya..,1,2023-01-28 12:12:04
lebih bagusnya cuaca bisa di widget atau layar depan.....,4,2023-01-28 09:36:57
Terima kasih sangat membantu utk informasi,5,2023-01-28 06:17:02
Ini penting kasih 5,5,2023-01-27 18:45:33
Good job 👍👍,5,2023-01-27 13:43:59
Sanggat bermampaat,5,2023-01-26 06:40:26
Semangat 🤲🏻,5,2023-01-25 18:42:42
Nice,5,2023-01-25 11:06:46
maaf kolo bisa di tambah alarem gempa dan cuaca....notifikasi dan PDC y gak bisa di update/bagikan... Tolong dong pak PDC y biar bisa di share,5,2023-01-25 09:25:23
Top,5,2023-01-25 08:02:26
Ok,5,2023-01-24 20:00:24
Mantap..👍👍👍,5,2023-01-24 13:30:10
Ok,5,2023-01-24 09:48:36
Maju terus,5,2023-01-24 08:56:50
Allus,5,2023-01-24 06:20:48
Sangat cepat memberi informasi nya,4,2023-01-24 02:56:19
"Notifikasi pasca gempa telat dan tidak akurat, Gempa pukul 2 dini hari, notifikasi muncul jam 6 pagi",2,2023-01-24 02:53:16
Saya sangat senang karna sangat membantu kami dalam aktifitas kami seha hari trimakasih...,5,2023-01-23 12:14:10
Gw ngrasaiin tiap hari kok gempa mulu ya awal tahun ini .sluruh daerah prasaan gempa mulu apa mau kiamat,5,2023-01-22 20:45:49
Mohon di kasih widget jadi tidak harus buka aplikasi kalau liat cuaca...,4,2023-01-22 07:11:03
Baik s x,5,2023-01-21 22:50:37
Sangat Bermanfaat👍👍,5,2023-01-21 15:31:50
Ok,5,2023-01-21 11:22:54
good,5,2023-01-21 06:38:30
"Bintang 3 dulu, soalny untuk titik lokasi di hp saya tidak bisa langsung pindah secara otomatis pindah, semoga bisa di perbaiki kembali",3,2023-01-20 20:50:23
Good aplikasi,4,2023-01-19 23:20:50
Mantappp,5,2023-01-19 20:44:40
Baik,5,2023-01-19 17:22:17
Berguna bagi nusa bangsa dan negara khususnya kita bangsa Indonesia,5,2023-01-19 16:04:36
ok,5,2023-01-19 06:51:41
"Sangat membantu, dan semoga admin tetap semangat menciptakan hal yg sangat terbaik buat kedepannya. Semoga sukses terus 👍",5,2023-01-19 06:43:15
Oke,5,2023-01-19 05:14:29
Aman,5,2023-01-19 00:05:05
Baik,5,2023-01-18 20:32:26
"Untuk cuaca hujan tidak akurat 100%, diprediksi akan terjadi hujan petir, cuman cuaca berawan,,,, malah yg diprediksi berawan, ternyata hujan dengan insentitas lebat... Mohon diperbaiki sistem nya, agar masyarakat indonesia bisa lebih waspada dengan faktor iklim/cuaca",1,2023-01-18 19:53:59
No good,1,2023-01-18 18:10:18
Sangat informatif dan terus up2date,5,2023-01-18 16:19:42
App yess,5,2023-01-18 13:58:37
Terlalu lama loding,1,2023-01-18 13:29:57
Update informasi sangat cepat,5,2023-01-18 13:24:22
Diupgrade terus biar tidak lemot,5,2023-01-18 12:14:12
Sangat update terimakasih sangat membantu,5,2023-01-18 08:17:25
Infonya terkini,5,2023-01-18 07:59:15
"Sangat sangat membantu,,,",5,2023-01-18 07:52:53
Sangat membantu sekali,4,2023-01-18 07:47:00
Top,5,2023-01-18 07:42:14
Musim hujan di tebar garam ke laut. Jadinya di darat nggak hujan2. Hujan itu berkah lo....,3,2023-01-17 21:11:20
Aku bangat aplikasi nya kita dpat jawaban nya semua..,5,2023-01-17 21:10:21
Bagus,5,2023-01-17 19:58:37
"Dulu waktu masih pake yang lama sebelum update ulang notif sering muncul, sekarang kok gak pernah dapet notif lagi ya? 😭 Padahal udah cek setting berkali-kali takut gak aktif notifnya tapi notif udah aktif, tetep gak muncul notif kalo ada info gempa atau perkiraan cuaca.",4,2023-01-17 19:57:22
Sangat membatu tentang informasi gempa terkini,5,2023-01-17 18:40:37
sangat membantu masyarakat dalam mengetui info2 bmkg,5,2023-01-17 17:19:50
Sangat berguna,3,2023-01-17 16:01:21
Bagus banget sangat membantu,5,2023-01-17 15:36:12
Sangat baik,5,2023-01-17 15:11:09
Terima kasih,5,2023-01-17 14:51:35
Sangaat membantuuu,5,2023-01-17 13:46:17
HANYA DI FOKUSKAN GEMPA DIDAERAH JAWA DAN SEKITAR NYA SAJA.. APP GA GUNA.,1,2023-01-17 12:10:20
Mantab... Tampilan baru lebih modern dan lebih rinci..,5,2023-01-17 11:52:02
Ok,5,2023-01-17 11:44:39
Bagus,5,2023-01-17 11:38:57
"Aplikasi yang bagus, sangat bermanfaat, perlu di instal",5,2023-01-17 06:28:45
Bagusss,4,2023-01-16 22:10:14
"Lumayan bagus,tapi bagus pisam sedunia,..awok",3,2023-01-16 21:42:09
KEREN BANGET KALO ADA GEMPA LANGSUNG BUNYI NOTIFIKASI,5,2023-01-16 21:21:56
Sangat bermanfaat untuk mengetahui gempa bumi,5,2023-01-16 20:42:34
Good,5,2023-01-16 19:44:07
Good,5,2023-01-16 19:40:50
Sangat membantu bagi km nelayan,1,2023-01-16 19:35:51
Bagus,5,2023-01-16 17:21:11
"Bug sudah diperbaiki, so 5 star.",5,2023-01-16 16:24:06
Nice,5,2023-01-16 13:00:57
Sangat fress perlu beradaptasi Lagi,4,2023-01-16 12:13:06
"Sangat bermanfaat untuk mengetahui informasi cuaca,gempa bumi dan iklim",5,2023-01-16 12:05:43
Saran aja perlu dibuat list perhari biar tau gempa nya terjadi dimana dan brp x perharinya,4,2023-01-16 07:09:47
Mantap sangat membantu kemungkinan kebenaran ramalan cuaca 60%,5,2023-01-15 21:13:53
Trima kasih bmkg sda menyelamatka kita semuanya sy ber termakasi sebanyak banyaknya,5,2023-01-15 17:11:48
Berikan kami prediksi akurat sebelum bercana terjadi agar kami bisa bersiap diri.,5,2023-01-15 11:59:03
Ok....bisa membantu untuk mengetahui prakiraan cuaca,4,2023-01-15 11:02:39
gud,5,2023-01-15 09:47:54
"berguna sekali,mantap",5,2023-01-15 09:22:59
Ok,4,2023-01-15 08:23:09
Oke bagus,5,2023-01-15 05:52:15
"Lumayan bagus, saya suka",5,2023-01-15 02:17:07
Sangat membantu saya bisa tau titik gempa,5,2023-01-14 19:53:43
Informasi sangat berguna dan akurat,5,2023-01-14 12:21:15
"Ok, sangat membantu",5,2023-01-14 06:02:05
Info yang sangat penting untuk kesiagaan,5,2023-01-14 05:20:28
Kasih bintang 2 dulu. Soalnya notifikasinya ga muncul jadi ga tau di daerah kita ada peringatan cuaca atau ga 😭. Mohon di perbaikin lagi untuk notifikasinya 🙏🙏,2,2023-01-14 04:50:11
Informatif,5,2023-01-13 22:54:59
Siiiiip,5,2023-01-13 21:55:14
Aplikasi ini bagus bisa mengetahui cuaca dimanapun,5,2023-01-13 21:53:36
Cukup bagus,5,2023-01-13 20:38:36
3 Bulan yg lalu di 2022 Sy unistal aplikasi BMKG karena Sy kecewa tdk seperti yg dulu sangat bagus sebelum di update ke versi terbaru. Tapi skrg Alhamdulillah Sy download lagi stelah ada parbaikan bagus seperti dulu kembali⭐⭐⭐⭐⭐🙏,5,2023-01-13 19:57:04
Sangat membantu,4,2023-01-13 19:53:09
Mantap,5,2023-01-13 19:50:47
Informasi yang akurat dan cepat,5,2023-01-13 19:45:35
Sangat bermanfaat,5,2023-01-13 18:57:52
Great,5,2023-01-13 18:52:36
Akurat dan cepat..,5,2023-01-13 18:02:59
Mantap,4,2023-01-13 14:18:28
Aplikasi topp,5,2023-01-13 08:00:48
Sangat membantu,5,2023-01-13 07:39:43
"Saya sdh donlod, tapi aplikasinya ga bisa dibuka",2,2023-01-13 06:38:55
Akurat,5,2023-01-13 05:23:17
Saya mau menginstal apkikasi ini ingin mengetahui info bmkg,5,2023-01-13 05:18:30
baik,4,2023-01-13 03:51:39
Proses tepat,5,2023-01-13 03:34:03
Bug lokasi.,2,2023-01-12 21:34:33
Semoga mak8n akurat data nya,3,2023-01-12 20:48:45
Aplikasi ini sangat penting untuk panduan di saat perjalanan jauh,5,2023-01-12 20:20:56
Parah malah force close apk nya😒😒,1,2023-01-12 19:10:10
Baik,5,2023-01-12 19:02:19
"Semakin diupdate semakin tidak jelas. Prakiraan cuaca sering meleset, contoh akan terjadi hujan ringan nyatanya panas menggelegak",2,2023-01-12 17:37:09
Alhamdulillah sangat mudah kami pahami,5,2023-01-12 15:52:18
Ok,5,2023-01-12 14:10:15
Mantap aplikasi ini memberikan info akurat,5,2023-01-12 13:27:30
Sangat Membantu informasih🙏💪 Sangat sangat Berguna sekali Buat Kita🙏AMIN🙏,5,2023-01-12 13:23:59
Bisa selalu update informasi tentang keadaan alam di sekitar...,4,2023-01-12 09:13:56
Sesuai,5,2023-01-12 07:04:33
Sangat bermanfaat dlm memberikan informasi,5,2023-01-12 06:57:27
Lebih ditingkatkan lagi keakuratan informasi nya,5,2023-01-12 06:53:44
Sangat membantu,5,2023-01-12 06:49:14
Ok keren banget,5,2023-01-12 06:27:32
Cukup membantu semua informasinya.,5,2023-01-12 05:29:22
Mantap,5,2023-01-12 05:20:50
Good,5,2023-01-12 05:15:32
Mantap terimakasih kami bisa mengatur untuk berpergian dgn melihat tinjauan cuaca,5,2023-01-12 04:46:34
Mantap dan terpercaya 👍,5,2023-01-12 01:34:47
Tingkatkan lagi realtime nya,5,2023-01-12 01:10:24
Bagus bermanfaat,5,2023-01-11 23:43:09
Bagus,5,2023-01-11 23:15:50
terus perbaiki,5,2023-01-11 22:22:12
"Cukup informatif, tetap perlu di update terus sesuai kebutuhan Negara Indonesia yg sering dikatakan supermarket bencana, terimakasih.",5,2023-01-11 21:42:31
"Aplikasi yang bagus, lumayan akurat",5,2023-01-11 21:36:30
Tolong di tingkat kan lagi,4,2023-01-11 21:34:59
Baru percobaan,1,2023-01-11 21:15:51
Baik,5,2023-01-11 20:22:37
Sangat membantu👍👍👍👍..tingkatkan terus...,4,2023-01-11 20:18:27
Lumay an,4,2023-01-11 20:16:16
Ok,5,2023-01-11 20:01:45
Ok,5,2023-01-11 20:01:15
Mudah mudahan bermanfaat buat semua masyarakat Indonesia,5,2023-01-11 19:55:34
