Komentar,Bintang,Tanggal,clean_text,Sentimen,Aspek_Terdeteksi,Confidence_Score
Apk lebih mudah yg sebelumnya,2,2023-07-04 23:27:14,apk lebih mudah yg sebelumnya,Negatif,UI/UX,0.840325653553009
Sangat tidak akurat,1,2023-07-03 13:36:33,sangat tidak akurat,Negatif,Performa,0.5232279896736145
Notifikasinya mana? Kok gak muncul ketika ada gempa??,3,2023-07-03 09:21:21,notifikasinya mana kok gak muncul ketika ada gempa,Netral,UI/UX,0.42722898721694946
Uishhhh mengerikan,5,2023-07-02 12:55:34,uishhhh mengerikan,Positif,UI/UX,0.418865829706192
Sulit di buka aplikasinya jadi kukasih bintang empat,4,2023-07-01 09:56:03,sulit di buka aplikasinya jadi kukasih bintang empat,Positif,Performa,0.5848214626312256
infobmkg,5,2023-07-01 08:17:00,infobmkg,Positif,Akurasi,0.8840484619140625
Baguss👍👍👍,5,2023-07-01 06:10:32,baguss,Positif,UI/UX,0.37659257650375366
"Kurang akurat,awal mulai apk kadang ngefrezze",1,2023-06-30 21:28:41,kurang akurat awal mulai apk kadang ngefrezze,Negatif,UI/UX,0.7697025537490845
Bagus banget sih apk nya selalu ngasih informasi,4,2023-06-30 20:20:06,bagus banget sih apk nya selalu ngasih informasi,Positif,UI/UX,0.9767454862594604
"Masih terdapat bug, walaupun di update...",1,2023-06-30 20:19:42,masih terdapat bug walaupun di update,Negatif,UI/UX,0.39082688093185425
Semoga kedepannya bisa lebih canggih dan akurasi dalam menginformasikan bencana yang tidak di inginkan.,4,2023-06-30 20:12:56,semoga kedepannya bisa lebih canggih dan akurasi dalam menginformasikan bencana yang tidak di inginkan,Positif,Performa,0.4946196675300598
Keren sangat membantu,5,2023-06-30 20:06:48,keren sangat membantu,Positif,UI/UX,0.41954919695854187
Keren sih uinya udah ganti dari yang modelan web app,4,2023-06-30 20:06:03,keren sih uinya udah ganti dari yang modelan web app,Positif,UI/UX,0.9865080118179321
Tolong perbaiki UInya di hp saya tampilan UI hanya terlihat setengah dan susah untuk melihat peta atau informasi yg penting tertutup. Saya juga menyarankan jika ada gempa atau bahaya yg lain bisa memberikan notifikasi seperti di negara jepang,4,2023-06-30 20:04:54,tolong perbaiki uinya di hp saya tampilan ui hanya terlihat setengah dan susah untuk melihat peta atau informasi yg penting tertutup saya juga menyarankan jika ada gempa atau bahaya yg lain bisa memberikan notifikasi seperti di negara jepang,Positif,Performa,0.937125563621521
"untuk ramalan cuaca per jamnya kurang akurat, dan tidak selalu diupdate",2,2023-06-29 22:46:53,untuk ramalan cuaca per jamnya kurang akurat dan tidak selalu diupdate,Negatif,Performa,0.6427456736564636
Mantap 👍,5,2023-06-29 09:38:38,mantap,Positif,UI/UX,0.41766366362571716
Nggak akurat,1,2023-06-28 12:22:15,nggak akurat,Negatif,Performa,0.5036596059799194
"Akurasi prakiraan cuaca nya menurun, gak kayak dulu lagi",1,2023-06-27 11:33:23,akurasi prakiraan cuaca nya menurun gak kayak dulu lagi,Negatif,Akurasi,0.9442656636238098
"Pemberitahuan gempa secara mendetail dari bmkg cukup lama, sedangkan kita mencari pemberitahuan gempa dengan cepat untuk mengetahui berapa besar guncangannya",3,2023-06-27 07:44:02,pemberitahuan gempa secara mendetail dari bmkg cukup lama sedangkan kita mencari pemberitahuan gempa dengan cepat untuk mengetahui berapa besar guncangannya,Netral,Akurasi,0.7907426357269287
Bagus sangat berguns,5,2023-06-26 20:51:21,bagus sangat berguns,Positif,Akurasi,0.4841391146183014
"Kenapa ya,gempanya sudah setengah jam.. InfoBMKG baru keluar.",2,2023-06-26 08:45:30,kenapa ya gempanya sudah setengah jam infobmkg baru keluar,Negatif,Performa,0.5636008977890015
Update an nya lama Sekarang kalo tidak buka gaada update an gempa sama sekali Dibuka di scroll2 pun lama banget munculnya kalo ada gempa,3,2023-06-26 08:33:43,update an nya lama sekarang kalo tidak buka gaada update an gempa sama sekali dibuka di scroll2 pun lama banget munculnya kalo ada gempa,Netral,Performa,0.9820627570152283
"Perkiraan cuaca zonk terus,,gatot",1,2023-06-20 17:25:58,perkiraan cuaca zonk terus gatot,Negatif,Akurasi,0.5749231576919556
Siiip,5,2023-06-20 13:07:22,siiip,Positif,UI/UX,0.39393073320388794
"dulu bisa dibuka,setelah update malah gak bisa dibuka di perangkat redmi 8.hanya keluar logo BMKG saja di layar hape",1,2023-06-20 08:15:36,dulu bisa dibuka setelah update malah gak bisa dibuka di perangkat redmi 8 hanya keluar logo bmkg saja di layar hape,Negatif,Akurasi,0.4131999611854553
"Tidak ada keterangan lengkap untuk alamatnya provinsi mana kota/kab mana, dan tidak ada alarm khusus untuk tsunami atau gempa terdahsyat yg pernah terjadi",2,2023-06-20 06:13:02,tidak ada keterangan lengkap untuk alamatnya provinsi mana kota kab mana dan tidak ada alarm khusus untuk tsunami atau gempa terdahsyat yg pernah terjadi,Negatif,Performa,0.40263932943344116
"Sangat membantu saya untuk informasi cuaca, iklim dn tentang kondisi lahit bumi",5,2023-06-19 22:51:49,sangat membantu saya untuk informasi cuaca iklim dn tentang kondisi lahit bumi,Positif,Akurasi,0.7541164755821228
"sekarang Kalau mencet notifnya, gak ada respon ke aplikasi. Kemarin2 bisa. Semoga Developer nya menanggapi nya 🙏",1,2023-06-19 21:34:27,sekarang kalau mencet notifnya gak ada respon ke aplikasi kemarin2 bisa semoga developer nya menanggapi nya,Negatif,UI/UX,0.8316444158554077
Sngt bermanfaat,4,2023-06-19 21:14:10,sngt bermanfaat,Positif,UI/UX,0.40938255190849304
Mantaps,5,2023-06-19 20:47:46,mantaps,Positif,UI/UX,0.4340542256832123
Cukup bagus & membantu,4,2023-06-15 13:06:24,cukup bagus membantu,Positif,UI/UX,0.36418676376342773
Nndkwoe,5,2023-06-14 15:31:41,nndkwoe,Positif,UI/UX,0.3728700876235962
👍👍 ok,5,2023-06-11 12:44:49,ok,Positif,UI/UX,0.3781708776950836
Cepat tanghap,5,2023-06-11 11:24:58,cepat tanghap,Positif,Akurasi,0.5045347213745117
"Aplikasi BMKG ini lambat memberi informasi terkait cuaca buruk. Katanya peringatan dini, ternyata peringatannya baru sampai sesaat sebelum cuaca buruk. Tolong informasi dininya diperbaiki.",1,2023-06-10 14:16:46,aplikasi bmkg ini lambat memberi informasi terkait cuaca buruk katanya peringatan dini ternyata peringatannya baru sampai sesaat sebelum cuaca buruk tolong informasi dininya diperbaiki,Negatif,Performa,0.7606905102729797
Cżd,4,2023-06-08 09:29:00,cżd,Positif,Akurasi,0.5249878764152527
tidak akurat dalam penetapan posisi,3,2023-06-08 07:48:08,tidak akurat dalam penetapan posisi,Netral,Performa,0.44729575514793396
saya berharap di sini menambahkan fitur radar yang bisa melihat pergeran hujan beberapa jam kebelakang dan beberapa jam kedepan seperti apk SiDarMa,4,2023-06-08 07:24:11,saya berharap di sini menambahkan fitur radar yang bisa melihat pergeran hujan beberapa jam kebelakang dan beberapa jam kedepan seperti apk sidarma,Positif,UI/UX,0.7812694311141968
Apk ini bagi saya sangat membantu sekali,5,2023-06-08 05:08:47,apk ini bagi saya sangat membantu sekali,Positif,UI/UX,0.9437857270240784
BMKG udah lumayan bagus tingkatkan lagi teknologi dan aplikasi nya.,3,2023-06-08 00:44:26,bmkg udah lumayan bagus tingkatkan lagi teknologi dan aplikasi nya,Netral,UI/UX,0.7799132466316223
Best...daah,5,2023-06-08 00:34:55,best daah,Positif,UI/UX,0.446607768535614
Akurat..,5,2023-06-08 00:27:30,akurat,Positif,UI/UX,0.4741746783256531
Habis gempa ini,5,2023-06-08 00:09:36,habis gempa ini,Positif,Akurasi,0.573911726474762
Update melulu tapi masih jauh dari harapan netizen,1,2023-06-06 22:02:12,update melulu tapi masih jauh dari harapan netizen,Negatif,Performa,0.5409422516822815
Kenapa pembacaan prakiraan cuaca akurasinya rendah??,3,2023-06-06 16:34:12,kenapa pembacaan prakiraan cuaca akurasinya rendah,Netral,Akurasi,0.9418377876281738
Mudah mudahan tambah akurat untuk impormasi nya,5,2023-06-06 15:58:11,mudah mudahan tambah akurat untuk impormasi nya,Positif,UI/UX,0.519513726234436
Aplikasi rusak,1,2023-06-05 12:48:34,aplikasi rusak,Negatif,Performa,0.4714738726615906
"Mnrt saya Aplikasinya bagus menyediakan peta gempa bumi yg dapat membantu masyarakat untuk memantau gempa bumi yang sedang terjadi di Indonesia. Kelebihan Aplikasi ini cuaca nya akurat dan tepat,fitur""nya canggih,layanan SMS,layanan email bagus yang membantu masyarakat memantau informasi cuaca dan gempa bumi di Indonesia. Kekurangan apk ini fiturnya agak kurang dlm memantau cuaca dan gempa bumi di daerah-daerah terpencil.Menurutsaya sebaiknya jgn dibatasi akses daftarnya supaya pengguna puas.",4,2023-06-05 09:32:45,mnrt saya aplikasinya bagus menyediakan peta gempa bumi yg dapat membantu masyarakat untuk memantau gempa bumi yang sedang terjadi di indonesia kelebihan aplikasi ini cuaca nya akurat dan tepat fitur nya canggih layanan sms layanan email bagus yang membantu masyarakat memantau informasi cuaca dan gempa bumi di indonesia kekurangan apk ini fiturnya agak kurang dlm memantau cuaca dan gempa bumi di daerah daerah terpencil menurutsaya sebaiknya jgn dibatasi akses daftarnya supaya pengguna puas,Positif,Akurasi,0.9633666276931763
"Untuk Developer Badan Meteorologi Klimatologi & Geofisika. Info BMKG Sangat Bermanfaat, Terus Tingkatkan Fitur Dan Kualitas Di Dalam Aplikasi.",5,2023-06-05 00:52:33,untuk developer badan meteorologi klimatologi geofisika info bmkg sangat bermanfaat terus tingkatkan fitur dan kualitas di dalam aplikasi,Positif,Akurasi,0.8208890557289124
Aplikasi BMKG ini sangat berguna tetapi aplikasi ini masih banyak kurangnya sistem satelitnya tidak akurat di sistem satelitnya awan badainya masih suka tidak terdeteksi titik lokasinya masih kurang lengkap BMKG harus lebih ditingkatkan lagi kualitasnya pastikan aplikasi berjalan sangat responsif dan optimal,2,2023-06-04 19:43:00,aplikasi bmkg ini sangat berguna tetapi aplikasi ini masih banyak kurangnya sistem satelitnya tidak akurat di sistem satelitnya awan badainya masih suka tidak terdeteksi titik lokasinya masih kurang lengkap bmkg harus lebih ditingkatkan lagi kualitasnya pastikan aplikasi berjalan sangat responsif dan optimal,Negatif,Performa,0.47068265080451965
"Penggunaan aplikasi info ini dalam penarapannya aplikasi ini belum terjalankan secara efektif dalam masyarakat, banyak hal yg harus di perbaiki seperti tampilan yg lebih terorganisir, lokasi yg lebih akurat, ditingkatkan lagi ke fitur yg bisa memantau cuaca dan bencana yg ada di daerah terpencil yg belum terjangkau , memberikan info yg real time aplikasi ini terkadang notifikasiny tidak muncul jadi sulit untuk mengetahui info cuaca dn bencana yg terjadi saat ini.",2,2023-06-04 03:42:14,penggunaan aplikasi info ini dalam penarapannya aplikasi ini belum terjalankan secara efektif dalam masyarakat banyak hal yg harus di perbaiki seperti tampilan yg lebih terorganisir lokasi yg lebih akurat ditingkatkan lagi ke fitur yg bisa memantau cuaca dan bencana yg ada di daerah terpencil yg belum terjangkau memberikan info yg real time aplikasi ini terkadang notifikasiny tidak muncul jadi sulit untuk mengetahui info cuaca dn bencana yg terjadi saat ini,Negatif,Performa,0.8917065858840942
"Kritik : aplikasi ini kurang akurat dalam memberi informasi gempa dan juga fiktur aplikasi ini masih kurang canggih untuk jaman modern skrng Saran : aplikasi ini perlu di perbarui lagi dalam memberi informasi terutama terkait dengan gempat yang terkadang tidak akurat dan juga fiktur aplikasi ini segera di perbarui dengan fiktur canggih nya yg bisa lebih berguna dan bermanfaat untuk era modern sekarang contohnya fiktur zoom agar lebih mudah mencari lokasi , tidak perlu zoom manual lagi.",3,2023-06-04 01:45:00,kritik aplikasi ini kurang akurat dalam memberi informasi gempa dan juga fiktur aplikasi ini masih kurang canggih untuk jaman modern skrng saran aplikasi ini perlu di perbarui lagi dalam memberi informasi terutama terkait dengan gempat yang terkadang tidak akurat dan juga fiktur aplikasi ini segera di perbarui dengan fiktur canggih nya yg bisa lebih berguna dan bermanfaat untuk era modern sekarang contohnya fiktur zoom agar lebih mudah mencari lokasi tidak perlu zoom manual lagi,Netral,UI/UX,0.8915044069290161
sangat setuju informasi ini dan sangay membantu,5,2023-06-03 17:27:19,sangat setuju informasi ini dan sangay membantu,Positif,Performa,0.44023191928863525
"Mohon untuk di tingkatkan lagi untuk fitur notifikasinya agar para pengguna tidak kesusahan untuk mendapatkan notifikasi gempa, bahkan sering sekali tidak mendapatkan notifikasi dan kadang karna delay sering terjadi spam notifikasi yang membuat kurang nyaman. Fitur kualitas cuaca hanya mencakup kota kota tertentu saja, sehingga pengguna yang daerahnya tidak termasuk tidak bisa melihat kuaalitas udara di daerah mereka, harusnya setiap kabupaten dimasukan sehingga memudahkan para pengguna",3,2023-06-03 08:44:18,mohon untuk di tingkatkan lagi untuk fitur notifikasinya agar para pengguna tidak kesusahan untuk mendapatkan notifikasi gempa bahkan sering sekali tidak mendapatkan notifikasi dan kadang karna delay sering terjadi spam notifikasi yang membuat kurang nyaman fitur kualitas cuaca hanya mencakup kota kota tertentu saja sehingga pengguna yang daerahnya tidak termasuk tidak bisa melihat kuaalitas udara di daerah mereka harusnya setiap kabupaten dimasukan sehingga memudahkan para pengguna,Netral,Performa,0.7783171534538269
"Sangat bermanfaat, info cepat dan cukup akurat",5,2023-06-01 16:39:45,sangat bermanfaat info cepat dan cukup akurat,Positif,UI/UX,0.5863165855407715
Ok sangat membantu bagi petani karena jadwal cuaca bisa jadi patokan buat aktipitas,5,2023-05-29 17:40:54,ok sangat membantu bagi petani karena jadwal cuaca bisa jadi patokan buat aktipitas,Positif,Akurasi,0.9824411869049072
Kok jadi jelek setelah pembaruan? Maaf karena kurasakan jadi tidak berguna maka saya uninstal saja aplikasi ini.,1,2023-05-29 12:30:20,kok jadi jelek setelah pembaruan maaf karena kurasakan jadi tidak berguna maka saya uninstal saja aplikasi ini,Negatif,Performa,0.8991518020629883
Goyang,5,2023-05-27 21:33:35,goyang,Positif,UI/UX,0.40804028511047363
"Min tolong buat pengaturan yang bisa menerima notifikasi di daerah yang dinginkan. Jangan gempa di semua daerah, masuk notifikasi. Contoh gempa di Sumatera, notifikasinya sampai ke Papua. Buat apa min? Buat apa?",4,2023-05-27 14:12:34,min tolong buat pengaturan yang bisa menerima notifikasi di daerah yang dinginkan jangan gempa di semua daerah masuk notifikasi contoh gempa di sumatera notifikasinya sampai ke papua buat apa min buat apa,Positif,Akurasi,0.9053937196731567
"rasa beda tampilan bmkg sekarang, apalagi tampilan menu mencari cuaca sangat berbeda sekali dan binggung, tolong kembalikan tampilan lama, tapi tampilan di dashboard jgn di ubah",2,2023-05-26 09:23:20,rasa beda tampilan bmkg sekarang apalagi tampilan menu mencari cuaca sangat berbeda sekali dan binggung tolong kembalikan tampilan lama tapi tampilan di dashboard jgn di ubah,Negatif,Akurasi,0.5381336212158203
sanagat bagus,5,2023-05-26 07:13:30,sanagat bagus,Positif,UI/UX,0.4099106788635254
Sangat bermanfaat memperoleh informasi,5,2023-05-25 12:29:00,sangat bermanfaat memperoleh informasi,Positif,UI/UX,0.4938277006149292
Kurang mantapp.,3,2023-05-25 11:37:40,kurang mantapp,Netral,Performa,0.5391079783439636
Wiliam gunawan,5,2023-05-25 10:21:30,wiliam gunawan,Positif,UI/UX,0.40647655725479126
Terimakasih aplikasinya bermanfaat,3,2023-05-25 00:02:57,terimakasih aplikasinya bermanfaat,Netral,UI/UX,0.8597115874290466
Tidak bisa membaca lokasi gps secara langsung,2,2023-05-24 01:10:08,tidak bisa membaca lokasi gps secara langsung,Negatif,Performa,0.37665894627571106
aplikasi ngk berguna...gempa udah skian menit masih ngk bisa di lihat...aplikasi tidur mulu.,1,2023-05-24 00:48:54,aplikasi ngk berguna gempa udah skian menit masih ngk bisa di lihat aplikasi tidur mulu,Negatif,Performa,0.8448238372802734
Informasi data cuaca dan klimatologi yang bisa membentu kita. 👍👍❤️,5,2023-05-23 22:02:03,informasi data cuaca dan klimatologi yang bisa membentu kita,Positif,Akurasi,0.467338889837265
Sangat menunjang aktivitas diluar ruangan.. dgn data yg valid semuanya bisa diatasi.!!,5,2023-05-23 07:31:33,sangat menunjang aktivitas diluar ruangan dgn data yg valid semuanya bisa diatasi,Positif,UI/UX,0.5141487717628479
Info bmkg nya bagus,5,2023-05-22 21:17:18,info bmkg nya bagus,Positif,Akurasi,0.5752668976783752
Hampir tidak pernah mendapat notifikasi setela update aplikasi. Terjadi beberapa kali gempa di beberapa daerah berdekatan tetapi tidak terbaca di aplikasi ini. Mohon aplikasinya diperbaiki lagi 🙏,1,2023-05-22 00:58:10,hampir tidak pernah mendapat notifikasi setela update aplikasi terjadi beberapa kali gempa di beberapa daerah berdekatan tetapi tidak terbaca di aplikasi ini mohon aplikasinya diperbaiki lagi,Negatif,UI/UX,0.8518288731575012
"gak pernah sedikitpun tepat, kumpulan orang2 bodoh dan makan gaji buta",1,2023-05-21 09:37:56,gak pernah sedikitpun tepat kumpulan orang2 bodoh dan makan gaji buta,Negatif,Performa,0.4942895174026489
Persi lama coba dulu bang.,1,2023-05-20 22:49:08,persi lama coba dulu bang,Negatif,Performa,0.48847898840904236
makin kesini bug terus !!,2,2023-05-20 00:48:47,makin kesini bug terus,Negatif,Performa,0.3657844066619873
"tampilan cuaca maritim berubah makin ribet, sblm update utk melihat cuaca maritim tinggal klik peta, skrg harus ketik lokasi d pencarian..fitur klik peta d hilangkan👎👎👎👎👎",1,2023-05-19 09:09:26,tampilan cuaca maritim berubah makin ribet sblm update utk melihat cuaca maritim tinggal klik peta skrg harus ketik lokasi d pencarian fitur klik peta d hilangkan,Negatif,Performa,0.3388112783432007
Menerima dan mencari info bencana banjir bandar longsor puting beliung gempa bumi dll mhn di infikan yg akurat terima kasih,5,2023-05-19 01:03:45,menerima dan mencari info bencana banjir bandar longsor puting beliung gempa bumi dll mhn di infikan yg akurat terima kasih,Positif,Akurasi,0.686488151550293
Di tempat saya hujan di laporan berawan aneh bin ajaib,3,2023-05-18 22:21:20,di tempat saya hujan di laporan berawan aneh bin ajaib,Netral,Akurasi,0.5816919207572937
Mantap... sangat membantu,5,2023-05-15 04:20:34,mantap sangat membantu,Positif,UI/UX,0.3944872319698334
Terimakasih banyak ya BMKG..... Semoga tambah sukses dan berkualitas ya BMKG....,5,2023-05-14 23:33:59,terimakasih banyak ya bmkg semoga tambah sukses dan berkualitas ya bmkg,Positif,Performa,0.3649861216545105
"Makin gak jelas app ni, gempa gak muncul. Pas gak gempa masuk notif. Tapi gak bisa di klik. Harus masuk manual, zzzz",1,2023-05-14 23:22:38,makin gak jelas app ni gempa gak muncul pas gak gempa masuk notif tapi gak bisa di klik harus masuk manual zzzz,Negatif,UI/UX,0.5630456209182739
