Komentar,Bintang,Tanggal,clean_text,Emosi
Kabar gempa selalu lamban. 4 5 menit setelah baru ada muncul notif. Gak kaya aplikasi di negara2 Seperti Korea dan Jepang. cepat.,2,2023-12-08 05:29:07,kabar gempa selalu lamban 4 5 menit setelah baru ada muncul notif gak kaya aplikasi di negara2 seperti korea dan jepang cepat,marah
Jelek susah di buka,1,2023-12-08 02:24:00,jelek susah di buka,sedih
BMKG mantap..👍,5,2023-12-07 17:15:10,bmkg mantap,bahagia
Sangat membantu dalam informasi cuaca,5,2023-12-05 09:21:17,sangat membantu dalam informasi cuaca,bahagia
Bagus lebih di tingkatkan kembali untuk uodate nya,4,2023-12-04 23:38:27,bagus lebih di tingkatkan kembali untuk uodate nya,bahagia
Karena bisa tahu gimana cuacanya dimana saja,5,2023-12-04 21:07:49,karena bisa tahu gimana cuacanya dimana saja,sedih
very good,5,2023-12-03 16:14:50,very good,bahagia
Terima kasih info cuaca alam nya,5,2023-12-03 09:25:41,terima kasih info cuaca alam nya,bahagia
Tidak akurat & citra satelit stuck tidak sesuai tanggal,1,2023-12-02 18:06:26,tidak akurat citra satelit stuck tidak sesuai tanggal,marah
Untuk Cuaca Nya Kurang Akurat Masa Panas Panas Keterangan Hujan Ringan... Kecuali Untuk Perkiraan Dini Cukup Akurat. Cuma Terkadang Lebih Awal Dan Lebih Lama Di Menit Yang Di Infokan ..,3,2023-12-02 10:57:02,untuk cuaca nya kurang akurat masa panas panas keterangan hujan ringan kecuali untuk perkiraan dini cukup akurat cuma terkadang lebih awal dan lebih lama di menit yang di infokan,takut
Good job! :),5,2023-12-01 20:12:36,good job,bahagia
Amat membantu penjual jas hujan seperti saya,5,2023-12-01 18:58:02,amat membantu penjual jas hujan seperti saya,bahagia
OK !!!,5,2023-12-01 12:22:35,ok,bahagia
"Setelah update ga bisa dibuka kembali apknya, mlh not responding jadinya",1,2023-12-01 11:08:02,setelah update ga bisa dibuka kembali apknya mlh not responding jadinya,bahagia
Udah bagus dari segi ui ux nya dan info yg tertera udah terbaru 👍👍👍,5,2023-11-30 22:02:20,udah bagus dari segi ui ux nya dan info yg tertera udah terbaru,bahagia
Baik,5,2023-11-30 20:09:14,baik,bahagia
sangat membantu,5,2023-11-30 03:01:08,sangat membantu,bahagia
"Terimakasih BMKG, akurasimu membantu kami para Petani.",5,2023-11-29 14:27:40,terimakasih bmkg akurasimu membantu kami para petani,bahagia
"Hallo min ,fitur voice recognition memang ngak berfungsih kah ? Kok pnyaku ngak bisa kepake yaaa , tolong dong kalau mau bikin apk ushakan semua fiturnya berfungsi dengan baik , digaji pakai uang rakyat kan",1,2023-11-28 06:18:48,hallo min fitur voice recognition memang ngak berfungsih kah kok pnyaku ngak bisa kepake yaaa tolong dong kalau mau bikin apk ushakan semua fiturnya berfungsi dengan baik digaji pakai uang rakyat kan,marah
very good yes,4,2023-11-27 09:51:31,very good yes,bahagia
Bagus,1,2023-11-26 13:41:08,bagus,bahagia
Alhamdulillah Cuaca cerah ya amin,5,2023-11-26 08:23:55,alhamdulillah cuaca cerah ya amin,bahagia
Kurang selalu update barusan ada gempapun dibuka masih keadaan info gempa yang kemarin,1,2023-11-25 06:44:01,kurang selalu update barusan ada gempapun dibuka masih keadaan info gempa yang kemarin,takut
"sangat bermanfaat bagi kami yang berada di wilayah yang sering terjadi bencana berupa gempa, notifikasi cepat dan akurat 👍",5,2023-11-23 18:38:54,sangat bermanfaat bagi kami yang berada di wilayah yang sering terjadi bencana berupa gempa notifikasi cepat dan akurat,bahagia
Mantap euy..... 90% hampir pas prediksi nya. Sangat membantu jika mau melakukan perjalanan jarak dekat atau jauh... Recomended!!!,5,2023-11-23 14:12:34,mantap euy 90 hampir pas prediksi nya sangat membantu jika mau melakukan perjalanan jarak dekat atau jauh recomended,bahagia
Butuh peningkatan versi,1,2023-11-23 11:01:00,butuh peningkatan versi,sedih
informasi cepat. Sangat membantu saat dibutuhkan,5,2023-11-23 10:51:57,informasi cepat sangat membantu saat dibutuhkan,bahagia
Trus diup date dg apl & info2 terbaru. Makasih 🙏,5,2023-11-23 05:01:24,trus diup date dg apl info2 terbaru makasih,bahagia
sangat membantu untuk mengetahui informasi gempa terbaru,5,2023-11-21 18:51:26,sangat membantu untuk mengetahui informasi gempa terbaru,bahagia
ga akurat sama sekali,3,2023-11-20 20:49:45,ga akurat sama sekali,sedih
Bagus,5,2023-11-20 13:36:01,bagus,bahagia
"Sumpah ini aplikasi cuaca berat banget loading nya,, sampai muyak kadang-kadang",1,2023-11-20 00:51:23,sumpah ini aplikasi cuaca berat banget loading nya sampai muyak kadang kadang,marah
"tolong di infokan juga kecepatan Angin dalam km/jam, Karena bukan hujan yg saya takuti,, Angin kencang yg dikhawatirkan..",4,2023-11-19 20:09:46,tolong di infokan juga kecepatan angin dalam km jam karena bukan hujan yg saya takuti angin kencang yg dikhawatirkan,takut
Sangat informatif 👍,5,2023-11-18 10:45:03,sangat informatif,marah
Versi terbaru kalo ada NOTIFIKASI tidak bisa di klik masuk ke aplikasi. Kalo masuk aplikasi manual harus klik aplikasinya. tidak seperti yg versi lama ada notifikasi di klik langsung bisa masuk,1,2023-11-18 08:39:35,versi terbaru kalo ada notifikasi tidak bisa di klik masuk ke aplikasi kalo masuk aplikasi manual harus klik aplikasinya tidak seperti yg versi lama ada notifikasi di klik langsung bisa masuk,bahagia
"BMKG, cukup bagus infonya sehingga masyarakat mudah memahami apa yg terjadi sehingga masyarakat cepat tanggap dan siaga, mjsh",5,2023-11-18 07:10:25,bmkg cukup bagus infonya sehingga masyarakat mudah memahami apa yg terjadi sehingga masyarakat cepat tanggap dan siaga mjsh,bahagia
Ok,5,2023-11-17 22:11:01,ok,bahagia
Saya senang aplikasi nya yg baru semakin bagus tampilan nya,5,2023-11-17 15:01:05,saya senang aplikasi nya yg baru semakin bagus tampilan nya,bahagia
MANTAP!!!! Semangat BMKG!,5,2023-11-17 10:21:49,mantap semangat bmkg,bahagia
"Mohon untuk perbaikan bug dan pembaharuan aplikasi Setiap bulannya, terimakasih🙏🏽🙏🏽",2,2023-11-17 10:18:34,mohon untuk perbaikan bug dan pembaharuan aplikasi setiap bulannya terimakasih,bahagia
Lengkap Laporannya ..... Mantap,5,2023-11-16 19:51:08,lengkap laporannya mantap,marah
Baik,5,2023-11-16 18:26:50,baik,bahagia
Mantap sangat akurat😙😁,5,2023-11-16 10:49:23,mantap sangat akurat,bahagia
Bagus,5,2023-11-16 08:29:47,bagus,bahagia
Salam Senantiasa Semangat,5,2023-11-16 07:56:25,salam senantiasa semangat,bahagia
Aplikasi ini sangat baik dan sangat membantu,5,2023-11-16 04:56:13,aplikasi ini sangat baik dan sangat membantu,bahagia
Tertulis hujan lebat. Padahal aktualnya cerah. Ngaco banget,1,2023-11-15 18:59:34,tertulis hujan lebat padahal aktualnya cerah ngaco banget,bahagia
Bagus dan juga dapat membantu,5,2023-11-15 15:36:44,bagus dan juga dapat membantu,bahagia
Mantap,5,2023-11-15 14:06:41,mantap,bahagia
Semoga INDONESIA aman dari bencana.,5,2023-11-15 13:52:29,semoga indonesia aman dari bencana,sedih
Sangat berguna info gempa dini.,5,2023-11-14 13:37:12,sangat berguna info gempa dini,takut
Olright...,5,2023-11-14 10:49:32,olright,marah
Bagus..,5,2023-11-14 06:43:04,bagus,bahagia
"Kasih legenda dong bingung itu warna merah itu apa , aku aja bigung itumerah awan atau yg engga ada awan?",3,2023-11-14 05:49:28,kasih legenda dong bingung itu warna merah itu apa aku aja bigung itumerah awan atau yg engga ada awan,takut
"Maaf Saya un-install, tidak akurat sama sekali. Ditempat Saya cerah, di Info BMKG malah hujan, ditempat Saya hujan, di Info BMKG malah cerah berawan, diaplikasi Info BMKG, GPS juga sering mati.",1,2023-11-13 21:19:40,maaf saya un install tidak akurat sama sekali ditempat saya cerah di info bmkg malah hujan ditempat saya hujan di info bmkg malah cerah berawan diaplikasi info bmkg gps juga sering mati,sedih
"Mending versi lama. Di update malah tidak ada prakiraan cuaca hujan turun di wilayah maritim. Kalo udh gk lengkap, sy uninstal ni apps. Mohon di perbiki.",3,2023-11-13 13:45:36,mending versi lama di update malah tidak ada prakiraan cuaca hujan turun di wilayah maritim kalo udh gk lengkap sy uninstal ni apps mohon di perbiki,marah
Lebih di perbanyak animasinya&lebih akurat lagi prakiraan cuaca,5,2023-11-13 09:37:23,lebih di perbanyak animasinya lebih akurat lagi prakiraan cuaca,bahagia
Terimakasih BMKG,5,2023-11-13 09:20:46,terimakasih bmkg,bahagia
Ga sesuai cuacanya,1,2023-11-13 07:34:31,ga sesuai cuacanya,sedih
Bagus lah ada ipo bmkg jadi nya masarkkat tawu,5,2023-11-13 05:04:31,bagus lah ada ipo bmkg jadi nya masarkkat tawu,marah
Cukup membantu,3,2023-11-13 04:30:51,cukup membantu,bahagia
Sangat luar biasa👍,5,2023-11-12 22:11:36,sangat luar biasa,bahagia
Sangat membantu tanggap cepat informasi,5,2023-11-12 21:50:29,sangat membantu tanggap cepat informasi,bahagia
Info per wilayah agar lebih update lagi,4,2023-11-12 21:00:23,info per wilayah agar lebih update lagi,takut
Sudah lebih bagus dari versi lama,4,2023-11-12 20:05:44,sudah lebih bagus dari versi lama,bahagia
"Dimasukan juga info durasi gempa, supaya kita bisa ada gambaran sejauh mana dampak goyangan tanah pada gedung/bangunan",1,2023-11-12 11:01:15,dimasukan juga info durasi gempa supaya kita bisa ada gambaran sejauh mana dampak goyangan tanah pada gedung bangunan,marah
"Cek kualitas udaranya ditempat kita bagaimana caranya,, cuma ditampilkan di daerah lain..",4,2023-11-12 10:38:13,cek kualitas udaranya ditempat kita bagaimana caranya cuma ditampilkan di daerah lain,bahagia
Sangat membantu,5,2023-11-12 06:27:01,sangat membantu,bahagia
Sangat terbantu dlm mendapatkan informasi terkhusus cuaca setiap saat.,5,2023-11-12 04:13:25,sangat terbantu dlm mendapatkan informasi terkhusus cuaca setiap saat,bahagia
Bagus,5,2023-11-11 23:56:09,bagus,bahagia
Tambahkan Widget Cuaca,5,2023-11-11 19:47:26,tambahkan widget cuaca,sedih
Aku kasih 1 bintang dulu karena prediksi BMKG meleset terus katanya hujan bulan November mana mendung gelap cuma lewat doang GK hujan tuh aku kasih 1 bintang dulu yah BMKG 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,1,2023-11-11 19:19:43,aku kasih 1 bintang dulu karena prediksi bmkg meleset terus katanya hujan bulan november mana mendung gelap cuma lewat doang gk hujan tuh aku kasih 1 bintang dulu yah bmkg,sedih
"Pas untuk memantau kondisi mana yang hujan, update gempa dll. Mungkin harus ditambah tabel Pasut Air laut sesuai lokasi.",5,2023-11-11 17:18:07,pas untuk memantau kondisi mana yang hujan update gempa dll mungkin harus ditambah tabel pasut air laut sesuai lokasi,bahagia
"4n,m",4,2023-11-11 16:11:34,4n m,sedih
cepat dan mudah dipahami,5,2023-11-11 15:30:36,cepat dan mudah dipahami,bahagia
Ok,5,2023-11-11 13:48:43,ok,bahagia
"YANG BILANG UI LAH YANG GAK BAGUS,YANG LAMA DI BUKA,DI SAYA FIX AMAN AKA BAGUS LANCAR,HP XAN AJA KENTANG KALI",5,2023-11-11 10:01:38,yang bilang ui lah yang gak bagus yang lama di buka di saya fix aman aka bagus lancar hp xan aja kentang kali,sedih
Bgus,3,2023-11-11 09:02:21,bgus,bahagia
The best.,5,2023-11-11 08:45:37,the best,marah
Saran ditambahkan fitur widget untuk android agar dapat info cuaca secara real-time tanpa membuka aplikasi itu akan sangat berguna,5,2023-11-11 07:44:25,saran ditambahkan fitur widget untuk android agar dapat info cuaca secara real time tanpa membuka aplikasi itu akan sangat berguna,marah
Bagus,5,2023-11-11 07:39:27,bagus,bahagia
Mantaap,5,2023-11-11 05:08:35,mantaap,bahagia
Aplikasi sangat bagus nih,5,2023-11-11 04:35:19,aplikasi sangat bagus nih,bahagia
Good,5,2023-11-11 04:13:44,good,bahagia
"Aplikasi ini sangat bermanfaat, dan mudah digunakan. Terima kasih.",5,2023-11-11 04:04:03,aplikasi ini sangat bermanfaat dan mudah digunakan terima kasih,bahagia
Baik,5,2023-11-10 22:53:18,baik,bahagia
oke.. animasi radar nya bisa jalan.. untuk menu awan CB error min..,5,2023-11-10 19:35:20,oke animasi radar nya bisa jalan untuk menu awan cb error min,marah
Aplikasinya sangat membantu untuk memantau titik gempanya,5,2023-11-10 18:45:01,aplikasinya sangat membantu untuk memantau titik gempanya,marah
Tentunya lebih terpercaya,5,2023-11-10 17:54:57,tentunya lebih terpercaya,bahagia
sangat bermaaf buat mengetahui cuaca,5,2023-11-10 17:39:28,sangat bermaaf buat mengetahui cuaca,bahagia
𝕒𝕜𝕦 𝕤𝕦𝕜𝕒 𝕒𝕡𝕝𝕚𝕜𝕒𝕤𝕚 𝕡𝕖𝕞𝕓𝕖𝕣𝕚𝕥𝕒𝕙𝕦𝕒𝕟 𝕓𝕚𝕝𝕒 𝕒𝕕𝕒 𝕓𝕖𝕟𝕔𝕒𝕟𝕒 𝕒𝕝𝕒𝕞.,5,2023-11-10 17:30:44,𝕒𝕜𝕦 𝕤𝕦𝕜𝕒 𝕒𝕡𝕝𝕚𝕜𝕒𝕤𝕚 𝕡𝕖𝕞𝕓𝕖𝕣𝕚𝕥𝕒𝕙𝕦𝕒𝕟 𝕓𝕚𝕝𝕒 𝕒𝕕𝕒 𝕓𝕖𝕟𝕔𝕒𝕟𝕒 𝕒𝕝𝕒𝕞,takut
Good job! :),5,2023-11-10 11:24:25,good job,bahagia
"Semarang sering no data (radar) jogya kadang ada kadang tidak, 😅",3,2023-11-10 07:23:00,semarang sering no data radar jogya kadang ada kadang tidak,takut
kalo bisa bug nya di benerin lagi ya,4,2023-11-08 22:02:25,kalo bisa bug nya di benerin lagi ya,sedih
Lebih banyak meleset prediksi cuacanya,1,2023-11-08 20:40:33,lebih banyak meleset prediksi cuacanya,marah
Good,5,2023-11-08 15:36:21,good,bahagia
Aplikasinya sangat membantu,5,2023-11-08 15:26:41,aplikasinya sangat membantu,bahagia
Mau heran tapi aplikasi milik pemerintah. Mau buka aplikasi malah stuk di logo doang..,1,2023-11-08 07:18:24,mau heran tapi aplikasi milik pemerintah mau buka aplikasi malah stuk di logo doang,marah
Terimakasi karna bisa mengetahui setiap informsai lewat BMKG,5,2023-11-06 18:15:18,terimakasi karna bisa mengetahui setiap informsai lewat bmkg,bahagia
Apk tolong perbaiki lahgi,5,2023-11-06 14:04:51,apk tolong perbaiki lahgi,sedih
Good,4,2023-11-05 14:06:03,good,bahagia
Tks aplikasinya,5,2023-11-05 03:37:12,tks aplikasinya,marah
Boleh ditambahkan fitur dark mode (mode gelap)? Biar enak dilihat waktu malam hari,4,2023-11-04 22:19:17,boleh ditambahkan fitur dark mode mode gelap biar enak dilihat waktu malam hari,bahagia
Pokok nya baguss kalian harus download buat cuaca atau pun gempa cepett download,5,2023-11-04 20:47:29,pokok nya baguss kalian harus download buat cuaca atau pun gempa cepett download,bahagia
Mengagetkan... karena getaran nya mendadak keras dan cepat...,5,2023-11-04 09:32:23,mengagetkan karena getaran nya mendadak keras dan cepat,takut
Tampilan bagus. Cuma itu icon notifikasi nya kurang bagus cuma kotak blank saja,3,2023-11-04 07:38:27,tampilan bagus cuma itu icon notifikasi nya kurang bagus cuma kotak blank saja,sedih
"Aplikasi sangat bagus, cukup akurat.",4,2023-11-03 14:50:53,aplikasi sangat bagus cukup akurat,bahagia
Aplikasi hoax bilang dari jam 13:00 hujan ringan tapi panas terik sampai sore lebih bagusan apk sebelah...,1,2023-11-03 14:37:17,aplikasi hoax bilang dari jam 13 00 hujan ringan tapi panas terik sampai sore lebih bagusan apk sebelah,takut
Terimakasih apk info BMKG 🙏🙏🙏,5,2023-11-03 13:31:19,terimakasih apk info bmkg,marah
Mantap,5,2023-11-02 18:15:56,mantap,bahagia
Mantap,5,2023-11-02 08:15:33,mantap,bahagia
Info bmkg di update,5,2023-10-31 23:37:16,info bmkg di update,marah
"Jelek banget skrng. Kalo ada gempa ga langsung terdeteksi, udh aku refresh smpe 10 menit tpi blum terdeteksi juga hmm",1,2023-10-31 04:57:31,jelek banget skrng kalo ada gempa ga langsung terdeteksi udh aku refresh smpe 10 menit tpi blum terdeteksi juga hmm,sedih
Sangat luar biasa. Terimakasih,5,2023-10-30 12:27:27,sangat luar biasa terimakasih,bahagia
Manta pakai lihat informasi untuk waspada,5,2023-10-28 22:20:23,manta pakai lihat informasi untuk waspada,takut
Kenapa tak ada peringatan dini cuaca hujan angin di solo kemarin???,2,2023-10-27 10:00:09,kenapa tak ada peringatan dini cuaca hujan angin di solo kemarin,bahagia
"Code eror sistem fielead.,.croum groum groum server isit fribadilisiensensft.,.",3,2023-10-27 07:18:46,code eror sistem fielead croum groum groum server isit fribadilisiensensft,sedih
Kalau ditambahin cctv setap wilayah tambah bgus min.,2,2023-10-27 06:20:56,kalau ditambahin cctv setap wilayah tambah bgus min,bahagia
"UI aplikasi bagus, simple to the point... Berharap bisa ada mode gelap...",5,2023-10-25 17:53:26,ui aplikasi bagus simple to the point berharap bisa ada mode gelap,bahagia
Semoga kedepan lebih dikembangkan lagi masyarakat membutuhkan aplikasi perubahan cuaca yang real time,5,2023-10-25 13:57:28,semoga kedepan lebih dikembangkan lagi masyarakat membutuhkan aplikasi perubahan cuaca yang real time,bahagia
Gak akurat sama sekali,1,2023-10-25 00:56:07,gak akurat sama sekali,sedih
Sangat berguna bagi.,4,2023-10-24 18:51:29,sangat berguna bagi,bahagia
Dengan tampilan baru Aplikasi sekarang kalo dibuka malah lambat.,1,2023-10-22 21:48:15,dengan tampilan baru aplikasi sekarang kalo dibuka malah lambat,sedih
Sangat membantu,5,2023-10-22 18:44:39,sangat membantu,bahagia
"App ini sangat bermanfaat khususnya masyarakat Indonesia yg memiliki saudara di berbagai pelosok Indonesia, kita juga dpt memantau kualitas udara terupdate... Serta berbagai kejadian alam yang mungkin baru saja terjadi sehingga kita dpt saling sharing dr sumber yg terpercaya..karena BMKG didalamnya adala tenaga2 profesional yg sudah berpengalaman.. sehingga dpt mengambil tindakan2 evakuasi yang tepat bagi masyarakatnya..",5,2023-10-22 18:25:16,app ini sangat bermanfaat khususnya masyarakat indonesia yg memiliki saudara di berbagai pelosok indonesia kita juga dpt memantau kualitas udara terupdate serta berbagai kejadian alam yang mungkin baru saja terjadi sehingga kita dpt saling sharing dr sumber yg terpercaya karena bmkg didalamnya adala tenaga2 profesional yg sudah berpengalaman sehingga dpt mengambil tindakan2 evakuasi yang tepat bagi masyarakatnya,marah
"Lokasi Kecamatan diperbaiki yaitu Kec.Batang, Kab.Batang.",1,2023-10-22 09:03:37,lokasi kecamatan diperbaiki yaitu kec batang kab batang,bahagia
Baik sekali,5,2023-10-21 20:22:57,baik sekali,bahagia
sangat membantu,5,2023-10-21 13:55:27,sangat membantu,bahagia
"Dear team, Mohon untuk informasi cuacanya bisa di jadikan widget di HP,, tks",5,2023-10-21 13:11:02,dear team mohon untuk informasi cuacanya bisa di jadikan widget di hp tks,takut
Menambah informasi,4,2023-10-20 11:50:59,menambah informasi,bahagia
"Skrg makin update, makin telat infonya. KNP ya?",4,2023-10-19 21:31:30,skrg makin update makin telat infonya knp ya,sedih
Loding nya lama,3,2023-10-19 21:12:14,loding nya lama,sedih
"Kurang akurat, Makanya saya pakai aplikasi luar ngecek pergerakan awan & hujan live lgi... 90 % akurat",2,2023-10-19 14:36:05,kurang akurat makanya saya pakai aplikasi luar ngecek pergerakan awan hujan live lgi 90 akurat,marah
aplikasi ini tidak akurat jauh..... malah berbanding terbalik untuk prediksi cuaca...,2,2023-10-18 15:01:18,aplikasi ini tidak akurat jauh malah berbanding terbalik untuk prediksi cuaca,marah
Ani,5,2023-10-13 18:07:42,ani,sedih
Terbaik,5,2023-10-13 07:17:36,terbaik,marah
Cukup Bagus,5,2023-10-12 19:51:31,cukup bagus,bahagia
"Tampilan UI emang bagus, tapi overall aplikasi jadi lama dibuka, loadingnya lama pdhl kita butuh notifikasi cepat kalau terjadi bencana disekitar kita. Saya lebih suka versi lama.",3,2023-10-11 12:50:41,tampilan ui emang bagus tapi overall aplikasi jadi lama dibuka loadingnya lama pdhl kita butuh notifikasi cepat kalau terjadi bencana disekitar kita saya lebih suka versi lama,bahagia
